CardId,ModeId,Name,OriginalType,DeclaredType,ClanRequirement,PathRequirement,SourceDiscipline,PoolCost,BloodCost,ConvictionCost,BurnOption,DisciplineRequirement,Level,CardText,Transformed,Auto
101829,101829:COMBAT:THA,Soul Burn,Combat,Combat,,,Thaumaturgy,,1,,,THA,superior,Strike: 2R damage. This damage cannot be prevented by cards requiring Fortitude [for]. The opposing vampire's strikes with weapons inflict no damage this round,yes,yes
101830,101830:ACTION:obf+vic,Soul Decoration,Action,Action,,,Obfuscate & Vicissitude,,,,,obf+vic,inferior,"+1 stealth action.
(D) Bleed.",no,yes
101830,101830:ACTION:OBF+VIC,Soul Decoration,Action,Action,,,Obfuscate & Vicissitude,,,,,OBF+VIC,superior,"+1 stealth action.
Put this card on this vampire. During an action this vampire performs, they can cancel a card requiring Auspex [aus] as it is played, and its cost is not paid.",no,yes
101831,101831:ACTION:nec,Soul Feasting,Action,Action,,,Necromancy,,,,,nec,inferior,"+1 stealth action.
Hunt, or burn a wraith to hunt with +3 hunt (this is a directed action if you do not control the wraith).",no,yes
101831,101831:ACTION:NEC,Soul Feasting,Action,Action,,,Necromancy,,,,,NEC,superior,"+1 stealth action.
Hunt, or burn a wraith to hunt with +3 hunt (this is a directed action if you do not control the wraith), with an additional +1 hunt.",no,yes
101832,101832:EQUIPMENT,Soul Gem of Etrius,Equipment,Equipment,,,,,,,,,none,"Unique equipment.
If this vampire is burned, draw the top card from your crypt. If it is younger, put the Soul Gem on him or her and move him or her to your ready region with blood from the blood bank equal to his or her capacity; otherwise, move that card to your uncontrolled region (and burn the Soul Gem). If bearer is diablerized, the diablerizing vampire cannot take the Soul Gem.",no,yes
101833,101833:ACTION,Soul of the Earth,Action,Action,Tremere/Tremere antitribu,,,,,,,,none,"+1 stealth action.
Put this card on a slave Gargoyle. The Gargoyle with this card can burn it to reduce the cost of recruiting or employing an ally or retainer that requires a Gargoyle by up to 3 blood or pool.",no,yes
101834,101834:ACTION:aus+pre,Soul Painting,Action,Action,,,Auspex & Presence,,1,,,aus+pre,inferior,"+1 stealth action.
(D) Put this card on a ready vampire. Vampires with Auspex [aus] get +1 intercept when attempting to block the vampire with this card. This vampire can burn this card as an action that costs 1 blood. A vampire can have only one Soul Painting.",no,yes
101834,101834:ACTION:AUS+PRE,Soul Painting,Action,Action,,,Auspex & Presence,,1,,,AUS+PRE,superior,"+1 stealth action.
(D) Put this card on a ready vampire. Vampires with Auspex [aus] get +1 intercept when attempting to block the vampire with this card. This vampire can burn this card as an action that costs 1 blood. A vampire can have only one Soul Painting, but all vampires get +1 intercept when attempting to block this vampire.",no,yes
101835,101835:ACTION:aus,Soul Scan,Action,Action,,,Auspex,,1,,,aus,inferior,"+1 stealth action.
Search your crypt for a younger vampire without Obfuscate [obf], reveal them, and move them to your uncontrolled region (shuffle afterward).",no,yes
101835,101835:ACTION:AUS,Soul Scan,Action,Action,,,Auspex,,1,,,AUS,superior,"+1 stealth action.
Search your crypt for a younger vampire without Obfuscate [obf], reveal them, and move them to your uncontrolled region (shuffle afterward), but you can search for a younger vampire with up to one level of Obfuscate.",no,yes
101836,101836:MODIFIER:nec,Soul Stealing,Action Modifier/Combat,Action Modifier,,,Necromancy,,,,,nec,inferior,"Only usable if this vampire burns a vampire controlled by your prey.
This vampire gains blood equal to half the burned vampire's capacity rounded down.",no,yes
101836,101836:COMBAT:NEC,Soul Stealing,Action Modifier/Combat,Combat,,,Necromancy,,,,,NEC,superior,"Only usable if this vampire burns a vampire controlled by your prey.
This vampire gains blood equal to half the burned vampire's capacity rounded down, but usable in combat.",no,yes
102340,102340:COMBAT:pot,Soulgrinder,Combat,Combat,,Caine,Potence/Thaumaturgy,,,,,pot,inferior,Strike: hand strike at +2 damage.,no,yes
102340,102340:COMBAT:tha,Soulgrinder,Combat,Combat,,Caine,Potence/Thaumaturgy,,,,,tha,inferior,Strike: hand strike at +2 damage.,no,yes
102340,102340:COMBAT:POT,Soulgrinder,Combat,Combat,,Caine,Potence/Thaumaturgy,,,,,POT,superior,"Strike: hand strike at +2 damage, and damage from this strike cannot be prevented by cards requiring Fortitude [for].",no,yes
102340,102340:COMBAT:THA,Soulgrinder,Combat,Combat,,Caine,Potence/Thaumaturgy,,,,,THA,superior,"Strike: hand strike at +2 damage, and damage from this strike cannot be prevented by cards requiring Fortitude [for].",no,yes
101837,101837:ACTION:aus+dom,Sound of a Breaking Oath,Action/Reaction,Action,,,Auspex & Dominate,,,,,aus+dom,inferior,"+1 stealth action. Put this card on a minion you control. If an action to steal the minion with this card is successful, this minion is burned instead and the acting minion takes 1 unpreventable damage.",no,yes
101837,101837:REACTION:AUS+DOM,Sound of a Breaking Oath,Action/Reaction,Reaction,,,Auspex & Dominate,,,,,AUS+DOM,superior,"+1 stealth action. Put this card on a minion you control. If an action to steal the minion with this card is successful, this minion is burned instead and the acting minion takes 1 unpreventable damage, but play when an action to steal a minion you control is successful.",no,yes
101838,101838:ACTION,Sowing Dissension,Action,Action,,,,,,,,,none,"Requires a ready anarch.
Each other Methuselah locks an unlocked ready younger vampire he or she controls. If this action is blocked by a non-titled vampire, the acting anarch can burn 1 blood to cancel combat and unlock.",no,yes
101839,101839:MASTER,"Spawning Pool, The",Master,Master,Nosferatu,,,,,,,,none,"Master: unique location.
During your unlock phase, you may move 1 blood from a ready Nosferatu you control to this card. If a minion you control blocks a bleed against you, you may lock this card during the second round of the resulting combat to inflict 1 damage to the acting minion for each blood on the Spawning Pool. This damage cannot be prevented.",no,yes
101840,101840:REACTION:ani,Speak with Spirits,Reaction,Reaction,,,Spiritus/Animalism,,,,,ani,inferior,+1 intercept. Only usable during a bleed action.,no,yes
101840,101840:REACTION:spi,Speak with Spirits,Reaction,Reaction,,,Spiritus/Animalism,,,,,spi,inferior,+1 intercept.,no,yes
101840,101840:REACTION:SPI,Speak with Spirits,Reaction,Reaction,,,Spiritus/Animalism,,,,,SPI,superior,"Only usable by a locked vampire. This vampire unlocks and attempts to block. Once this action, this vampire can burn 1 blood to get +1 intercept.",no,yes
101841,101841:MASTER,Special Report,Master,Master,,,,,,,,,none,"Master: out-of-turn.
Choose a ready vampire you control. That vampire unlocks and attempts to block. Once this action you may burn 1 pool to give that vampire +1 intercept.",no,yes
101842,101842:MASTER,Specialization,Master,Master,,,,,,,,,none,"Unique master.
Put this card in play. During your unlock phase, you may lock this card and discard two copies of the same card from your hand to gain 1 pool (draw afterward).",no,yes
101843,101843:MODIFIER:nec,Spectral Divination,Action Modifier/Reaction,Action Modifier,,,Necromancy,,1,,,nec,inferior,+1 stealth.,no,yes
101843,101843:REACTION:NEC,Spectral Divination,Action Modifier/Reaction,Reaction,,,Necromancy,,1,,,NEC,superior,+1 intercept.,no,yes
102296,102296:ALLY:obl,Spectral Servitor,Ally,Ally,,,Oblivion,,1,,,obl,inferior,"Wraith with 1 life. 1 strength, 1 bleed.
This ally can perform actions the turn it is recruited. Unlock this vampire if this is their first successful recruit ally action this turn. This ally can play non-action cards requiring basic Oblivion [obl] as a vampire. During your unlock phase, burn this ally.",no,yes
102296,102296:ALLY:OBL,Spectral Servitor,Ally,Ally,,,Oblivion,,1,,,OBL,superior,"Wraith with 1 life. 1 strength, 1 bleed.
This ally can perform actions the turn it is recruited. Unlock this vampire if this is their first successful recruit ally action this turn. This ally can play non-action cards requiring basic Oblivion [obl] as a vampire. During your unlock phase, burn this ally, but during your unlock phase, you can burn 1 pool instead of burning this ally.",no,yes
101844,101844:ACTION:cel,Speed of Thought,Action,Action,,,Celerity,,1,,,cel,inferior,"(D) Bleed. If more than 1 pool is bled with this action, ignore the excess. Minions without Celerity [cel] cannot block this action.",no,yes
101844,101844:ACTION:CEL,Speed of Thought,Action,Action,,,Celerity,,1,,,CEL,superior,"(D) Bleed. If more than 1 pool is bled with this action, ignore the excess. Minions without Celerity [cel] cannot block this action, but minions without superior Celerity [CEL] cannot block this action.",no,yes
101845,101845:ACTION,Spell of Life,Action,Action,Follower of Set,,,,,,,,none,"+1 stealth action. Only one Spell of Life can be played each turn.
Put this card in play. You can burn five copies of this card in play to put up to five vampires from your uncontrolled region in play; each becomes a unique mummy ally with life equal to capacity, 2 strength and 1 bleed who can enter combat with a minion as a (D) action.",no,yes
101846,101846:EQUIPMENT,Spike-Thrower,Equipment,Equipment,,,,1,,,,,none,"Weapon.
1R damage each strike. Only usable at long range. Only usable once each round. If any damage from this strike is successfully inflicted on an opposing vampire, that vampire does not unlock as normal on his or her next unlock phase.",no,yes
101847,101847:COMBAT:pro,Spirit Claws,Action/Combat,Combat,,,Protean & Spiritus,,1,,,pro,inferior,Damage from this vampire's hand strikes is aggravated this round.,no,yes
101847,101847:COMBAT:pro+spi,Spirit Claws,Action/Combat,Combat,,,Protean & Spiritus,,1,,,pro+spi,inferior,Maneuver and Damage from this vampire's hand strikes is aggravated this round.,no,yes
101847,101847:ACTION:PRO+SPI,Spirit Claws,Action/Combat,Action,,,Protean & Spiritus,,1,,,PRO+SPI,superior,+1 stealth action. Unique. Put this card on this vampire. Damage from this vampire's hand strikes is aggravated.,no,yes
101848,101848:ACTION:dom,Spirit Marionette,Action,Action,,,Obeah/Dominate,,,,,dom,inferior,(D) Bleed with +1 bleed.,no,yes
101848,101848:ACTION:obe,Spirit Marionette,Action,Action,,,Obeah/Dominate,,,,,obe,inferior,(D) Bleed with +1 bleed and lock a ready minion controlled by your prey (even if the target of the bleed is changed).,no,yes
101848,101848:ACTION:OBE,Spirit Marionette,Action,Action,,,Obeah/Dominate,,,,,OBE,superior,+1 stealth action. (D) Take control of a ready unlocked minion until the end of the next action. That minion must bleed your prey unless they must hunt.,no,yes
101849,101849:MASTER,Spirit Summoning Chamber,Master,Master,Tremere antitribu,,,2,,,,,none,"Master: unique location.
Lock this card and burn 1 blood from a ready Tremere antitribu you control to search your library for a minion card that requires Thaumaturgy [tha]. Show that card to all players and put it in your hand. Discard down and shuffle afterward.",no,yes
101850,101850:REACTION:aus,Spirit's Touch,Reaction,Reaction,,,Auspex,,,,,aus,inferior,+1 intercept.,no,yes
101850,101850:REACTION:AUS,Spirit's Touch,Reaction,Reaction,,,Auspex,,,,,AUS,superior,"+1 intercept, with 1 optional maneuver during the resulting combat if this vampire blocks.",no,yes
101851,101851:COMBAT,Spiritual Guidance,Combat,Combat,Giovanni,,,,,,,,none,"A vampire can play only one Spiritual Guidance each combat.
Play a combat card from your ash heap as if from your hand. If that card would be burned, instead remove it from the game.",no,yes
101852,101852:COMBAT:nec,Spiritual Intervention,Combat,Combat,,,Necromancy,,,,,nec,inferior,Strike: dodge.,no,yes
101852,101852:COMBAT:NEC,Spiritual Intervention,Combat,Combat,,,Necromancy,,,,,NEC,superior,Strike: combat ends.,no,yes
101853,101853:RETAINER,Spiritual Protector,Retainer,Retainer,Giovanni,,,,3,,,,none,"Unique wraith with 1 life.
Spiritual Protector is immune to non-aggravated damage. Minions blocking or blocked by the employer cannot use equipment during the resulting combat.",no,yes
102297,102297:ACTION,Split the Veil,Action,Action,Hecata,,,,,,,,none,"+1 stealth action.
Put this card in play with 2 counters. During your unlock phase, you can burn 1 counter from this card. You can burn counters from no more than two Split the Veil cards each unlock phase. If this card has no counters, burn it and move a wraith or zombie ally from your ash heap to your ready region with life equal to its starting life.",no,yes
101854,101854:MODIFIER,Spoils of War,Action Modifier,Action Modifier,Brujah antitribu,,,,,,,,none,"Only usable after resolution of a successful directed action.
This vampire gains 1 blood and you gain 1 pool.",no,yes
101855,101855:MASTER,Spontaneous Power,Master,Master,,,,2,,,,,none,"Unique master.
Put this card on a vampire and choose a Discipline. This vampire gains 1 level of the chosen Discipline. While in play, this card counts as a master: Discipline card.",no,yes
101856,101856:EQUIPMENT,Sport Bike,Equipment,Equipment,,,,1,,,,,none,"Vehicle.
This minion gets +1 intercept. A minion can have only one vehicle.",no,yes
101857,101857:MODIFIER:obf,Spying Mission,Action Modifier,Action Modifier,,,Obfuscate,,,,,obf,inferior,+1 stealth.,no,yes
101857,101857:MODIFIER:OBF,Spying Mission,Action Modifier,Action Modifier,,,Obfuscate,,,,,OBF,superior,"Only usable if a bleed would be successful. Instead, the bleed burns no pool, is unsuccessful, and this card is put on this vampire. The next time this vampire is about to successfully bleed the same Methuselah, burn this card and this vampire gets +2 bleed.",no,yes
101858,101858:MODIFIER:cel,Squirrel Balance,Action Modifier,Action Modifier,,,Spiritus/Celerity,,1,,,cel,inferior,"Only usable when the action is announced. If blocked, range in the first round of the resulting combat is automatically set to long.",no,yes
101858,101858:MODIFIER:spi,Squirrel Balance,Action Modifier,Action Modifier,,,Spiritus/Celerity,,1,,,spi,inferior,Minions without flight [FLIGHT] or Spiritus [spi] get -1 intercept when attempting to block this action.,no,yes
101858,101858:MODIFIER:SPI,Squirrel Balance,Action Modifier,Action Modifier,,,Spiritus/Celerity,,1,,,SPI,superior,"Minions without flight [FLIGHT] or Spiritus [spi] get -1 intercept when attempting to block this action, but those minions get -2 intercept.",no,yes
101859,101859:COMBAT:pre,Staredown,Combat,Combat,,,Presence,,,,,pre,inferior,Strike: dodge.,no,yes
101859,101859:COMBAT:PRE,Staredown,Combat,Combat,,,Presence,,,,,PRE,superior,Strike: combat ends.,no,yes
101860,101860:EQUIPMENT,Starshell Grenade Launcher,Equipment,Equipment,,,,2,,,,,none,"Weapon.
1R aggravated damage each strike, only usable once per combat, and only usable at long range. The minion with this equipment may lock to give an acting minion -1 stealth for the current action.",no,yes
101861,101861:COMBAT:vic,Starvation of Marena,Combat,Combat,,,Vicissitude,,1,,,vic,inferior,"Strike: 2R damage, with 1 optional press.",no,yes
101861,101861:COMBAT:VIC,Starvation of Marena,Combat,Combat,,,Vicissitude,,1,,,VIC,superior,"Strike: 3R damage, with 1 optional press",yes,yes
101862,101862:MASTER,Static Virtue,Master,Master,,,,,,,,,none,"Master. Requires a ready Laibon.
Choose a Laibon you control. If this Laibon was moved to your ready region during your last influence phase, then for every two capacity above 4 this Laibon has, you may move one Aye and one Orun from your hand or library to this Laibon. Otherwise, you may move one Aye or one Orun from your hand or library to this Laibon. Shuffle afterward.",no,yes
101863,101863:ACTION,"Status Perfectus, The",Action,Action,,,,,,,,,none,"+1 stealth action. Requires a ready anarch. Unique.
Put this card in play. During your master phase, you may move 1 blood from a ready anarch you control to another ready anarch. When a blocking anarch has just completed combat with an acting minion, you may lock this card and a ready unlocked anarch you control other than the blocking anarch. That anarch enters combat with the acting minion. The acting minion cannot use any strikes in the first round of that combat.",no,yes
101864,101864:REACTION:for,Steadfastness,Reaction,Reaction,,,Fortitude,,,,,for,inferior,Only usable during an action directed at you (or a card you control). +1 intercept.,no,yes
101864,101864:REACTION:FOR,Steadfastness,Reaction,Reaction,,,Fortitude,,,,,FOR,superior,Reduce a bleed against you by 1.,no,yes
101865,101865:ACTION:dom,Steal the Mind,Action,Action,,,Mytherceria/Dominate,,1,,,dom,inferior,(D) Lock a minion.,no,yes
101865,101865:ACTION:myt,Steal the Mind,Action,Action,,,Mytherceria/Dominate,,1,,,myt,inferior,(D) Put this card on a ready minion. The acting vampire gets +2 intercept when attempting to block that minion. Any minion can burn this card as an action.,no,yes
101865,101865:ACTION:MYT,Steal the Mind,Action,Action,,,Mytherceria/Dominate,,1,,,MYT,superior,"(D) Put this card on a ready minion. The acting vampire gets +2 intercept when attempting to block that minion. Any minion can burn this card as an action, and the minion with this card gets -1 bleed when bleeding this acting vampire's controller.",no,yes
101866,101866:ACTION,Stealing Years,Action,Action,,,,,,,,,none,"+1 stealth action. Requires an anarch.
(D) Diablerize an older vampire in torpor and put this card on the acting anarch. Capacity increases by 1. In the resulting blood hunt referendum, each anarch gets an additional vote.",no,yes
101867,101867:MODIFIER,Stealth Ritus,Action Modifier,Action Modifier,,,,,1,,,,none,"Requires a ready Sabbat vampire. Only usable when the action is announced.
Choose another ready Sabbat vampire you control. The chosen vampire burns 1 blood, or this card has no effect. This action gets +1 stealth, even if stealth is not yet needed.",no,yes
101868,101868:MASTER,Steam Tunnels,Master,Master,Nosferatu antitribu,,,,,,,,none,"Master: unique location.
Lock this card during your master phase to look at the top three cards in your prey's library.",no,yes
101869,101869:COMBAT:ani,Steely Tenacity,Action/Combat,Combat,,,Animalism/Dominate/Quietus,,1,,,ani,inferior,"Requires an Anarch. Do not replace until after this action. If you would replace this card, instead you can take this card from your ash heap.
Strike: hand strike or use a melee weapon strike. This strike is at +1 damage, with 1 optional press.",no,yes
101869,101869:ACTION:dom,Steely Tenacity,Action/Combat,Action,,,Animalism/Dominate/Quietus,,1,,,dom,inferior,"Requires an Anarch. Do not replace until after this action. If you would replace this card, instead you can take this card from your ash heap.
(D) Bleed with +1 bleed.",no,yes
101869,101869:ACTION:qui,Steely Tenacity,Action/Combat,Action,,,Animalism/Dominate/Quietus,,1,,,qui,inferior,"Requires an Anarch. Do not replace until after this action. If you would replace this card, instead you can take this card from your ash heap.
+1 stealth action. (D) Enter combat with a minion.",no,yes
101870,101870:MODIFIER,Stiff Contempt,Action Modifier,Action Modifier,Samedi,,,,,,,,none,"Only usable as the action is announced.
Vampires must burn 1 blood to attempt to block this action.",no,yes
101871,101871:COMBAT:dom,Still the Mortal Flesh,Combat,Combat,,,Dominate,,1,,,dom,inferior,"Only usable in combat with an ally or younger vampire. Not usable against a mummy, wraith, or zombie.
Maneuver or press.",no,yes
101871,101871:COMBAT:DOM,Still the Mortal Flesh,Combat,Combat,,,Dominate,,1,,,DOM,superior,"Only usable in combat with an ally or younger vampire. Not usable against a mummy, wraith, or zombie.
Strike: burn the opposing ally.",no,yes
101872,101872:EQUIPMENT,Stolen Police Cruiser,Equipment,Equipment,,,,,,,,,none,"Vehicle.
This Anarch gets +1 bleed. Allies and younger vampires get -1 intercept against this Anarch. Vampires can burn this card as a (D) action that costs 1 pool; if that action is successful, this Anarch is locked and does not unlock as normal during their next unlock phase. A minion can have only one vehicle.",no,yes
101873,101873:RETAINER,Stone Dog,Retainer,Retainer,Gargoyle,,,3,,,,,none,"Gargoyle creature with 4 life.
The Gargoyle with this retainer can enter combat with a ready minion controlled by another Methuselah as a (D) action. When the Gargoyle with this retainer is in combat, the opposing minion takes 1 damage during the initial strike resolution phase of each round when the range is close.",no,yes
101874,101874:COMBAT:tha,Stone Quills,Combat,Combat,,,Visceratika/Thaumaturgy,,1,,,tha,inferior,Strike: 2R damage.,no,yes
101874,101874:COMBAT:vis,Stone Quills,Combat,Combat,,,Visceratika/Thaumaturgy,,1,,,vis,inferior,"Strike: 2R damage, with an optional maneuver.",no,yes
101874,101874:COMBAT:VIS,Stone Quills,Combat,Combat,,,Visceratika/Thaumaturgy,,1,,,VIS,superior,"Strike: 3R damage, with an optional maneuver.",no,yes
101875,101875:MODIFIER:obt,Stone Travel,Action Modifier,Action Modifier,,,Mytherceria/Obtenebration,,,,,obt,inferior,Burn 1 blood to get +1 stealth.,no,yes
101875,101875:MODIFIER:myt,Stone Travel,Action Modifier,Action Modifier,,,Mytherceria/Obtenebration,,,,,myt,inferior,+1 stealth.,no,yes
101875,101875:MODIFIER:MYT,Stone Travel,Action Modifier,Action Modifier,,,Mytherceria/Obtenebration,,,,,MYT,superior,"+1 stealth, and this vampire can choose to cancel the resulting combat if this action is blocked.",no,yes
101876,101876:COMBAT:tha,Stonestrength,Combat,Combat,,,Visceratika/Thaumaturgy,,,,,tha,inferior,"Press, only usable to continue combat.",no,yes
101876,101876:COMBAT:vis,Stonestrength,Combat,Combat,,,Visceratika/Thaumaturgy,,,,,vis,inferior,"Press, or prevent 1 damage.",no,yes
101876,101876:COMBAT:VIS,Stonestrength,Combat,Combat,,,Visceratika/Thaumaturgy,,,,,VIS,superior,Prevent 2 damage.,no,yes
101877,101877:MASTER,Storage Annex,Master,Master,,,,,,,,,none,"Master: location.
Put a card from your hand face down (out of play) on this card when you play it. You may look at the card at any time. During your master phase, you may exchange a card in your hand for the card on this Storage Annex.",no,yes
101878,101878:MASTER,Storm Sewers,Master,Master,Nosferatu,,,,,,,,none,"Master: unique location.
You may lock this card as a minion you control announces an action. If the action is blocked, the range of each round of the resulting combat is automatically close. Skip the determine range step each round.",no,yes
101879,101879:MASTER,Strained Vitae Supply,Master,Master,,,,,,,,,none,"Master.
Put this card in play. Vampires do not get the normal +1 stealth when hunting. Any Methuselah may use a master phase action to put 1 blood counter on this card from his or her pool. If the number of counters on this card equals or exceeds the number of Methuselahs in the game, burn this card.",no,yes
101880,101880:MODIFIER,Strange Day,Action Modifier,Action Modifier,,,,,2,,,,none,"Requires a Laibon. Only usable as the action is announced.
Vampires cannot block this action. Only one Strange Day can be played in a game.",no,yes
101881,101881:MASTER,"Stranger Among Us, The",Master,Master,,,,1,,,,,none,"Master.
Search your crypt for a scarce vampire. Show the card to all players and place it face-down in your uncontrolled region.",no,yes
101882,101882:COMBAT:pot,Street Cred,Combat,Combat,,,Potence,,1,,,pot,inferior,"Only usable at the end of a round of combat in which this vampire successfully inflicted more damage than the opposing minion.
Move 1 blood from the blood bank to a younger vampire in your uncontrolled region. A vampire can play only 1 Street Cred each turn.",no,yes
101882,101882:COMBAT:POT,Street Cred,Combat,Combat,,,Potence,,1,,,POT,superior,"Only usable at the end of a round of combat in which this vampire successfully inflicted more damage than the opposing minion.
Move 1 blood from the blood bank to a younger vampire in your uncontrolled region. A vampire can play only 1 Street Cred each turn, but move 2 blood.",no,yes
101883,101883:COMBAT:ani,Strength of the Bear,Combat,Combat,,,Spiritus/Animalism,,1,,,ani,inferior,"Only usable before range is determined.
This vampire gets +1 strength this round.",no,yes
101883,101883:COMBAT:spi,Strength of the Bear,Combat,Combat,,,Spiritus/Animalism,,1,,,spi,inferior,"Only usable before range is determined.
This vampire gets +1 strength this round, but for the remainder of combat.",no,yes
101883,101883:COMBAT:SPI,Strength of the Bear,Combat,Combat,,,Spiritus/Animalism,,1,,,SPI,superior,"Only usable before range is determined.
This vampire gets +1 strength this round, but for the remainder of combat, with an optional press this round.",no,yes
101884,101884:MASTER,Striga,Master,Master,,,,,,,,,none,"Master: trifle.
Put this card on an infernal vampire. This vampire may play cards that require Striga [str] (not a Discipline). With two of these cards, he or she may play cards that require superior Striga [STR]. Burn this card if this vampire is not infernal.",no,yes
101885,101885:COMBAT:qui,Strike at the True Flesh,Combat,Combat,,,Quietus,,,,,qui,inferior,"Only usable before resolution of a melee weapon's strike.
Non-aggravated damage from this weapon's strikes cannot be prevented except by equipment or by other strikes this round.",no,yes
101885,101885:COMBAT:QUI,Strike at the True Flesh,Combat,Combat,,,Quietus,,,,,QUI,superior,"Only usable before resolution of a melee weapon's strike.
Non-aggravated damage from this weapon's strikes cannot be prevented except by equipment or by other strikes this round, and this weapon's strikes inflict +1 damage this round.",no,yes
101886,101886:CONVICTION,Strike with Conviction,Conviction,Conviction,,,,,,,,,none,"Burn to make a hand or weapon strike against a monster at +1 damage.
Burn to bleed at +1 bleed as a (D) action.",no,yes
101887,101887:REACTION:str,Strix,Reaction,Reaction,,,Striga,,1,,Y,str,inferior,"+1 intercept, even if intercept is not yet needed. If this vampire successfully blocks this action, he or she unlocks at the end of the action. [str] is not a Discipline.",no,yes
101887,101887:REACTION:STR,Strix,Reaction,Reaction,,,Striga,,1,,Y,STR,superior,"Only usable when a bleed against you is about to be successful. The bleed burns no pool (but is still successful), this vampire is locked and enters combat with the acting minion.",no,yes
101888,101888:COMBAT:pot,Stunt Cycle,Combat,Combat,,,Potence,,,,,pot,inferior,"Only usable at long range.
Strike: 3R damage, and prevent 1 damage from the opposing minion's strike during this strike resolution. If the opposing minion has Celerity [cel], he or she can burn 1 blood to prevent all damage from this strike.",no,yes
101888,101888:COMBAT:POT,Stunt Cycle,Combat,Combat,,,Potence,,,,,POT,superior,"Only usable at long range.
Strike: 4R damage, and prevent 2 damage from the opposing minion's strike during this strike resolution. If the opposing minion has Celerity [cel], he or she can burn 1 blood to prevent all damage from this strike",yes,yes
101889,101889:COMBAT:cel,Stutter-Step,Combat,Combat,,,Celerity,,,,,cel,inferior,Strike: dodge.,no,yes
101889,101889:COMBAT:CEL,Stutter-Step,Combat,Combat,,,Celerity,,,,,CEL,superior,"Strike: hand strike and dodge. Only usable if both strike: hand strike and strike: dodges could be chosen (individually). Only usable at close range. Not usable as an additional strike, and this vampire cannot use any additional strikes this round.",no,yes
102282,102282:MODIFIER:obl,Stygian Shroud,Action Modifier,Action Modifier,,,Oblivion,,,,,obl,inferior,"Only usable if a minion attempts to block.
The blocking minion gets -1 intercept.",no,yes
102282,102282:MODIFIER:OBL,Stygian Shroud,Action Modifier,Action Modifier,,,Oblivion,,,,,OBL,superior,"Only usable if a minion attempts to block.
Burn 1 blood to have that attempt fail; the blocking minion cannot attempt to block this action again.",no,yes
101890,101890:MASTER,Subdued by the Blood,Master,Master,,,,,,,,,none,"Master: out-of-turn. Trifle.
Play when a vampire diablerizes a vampire of more than twice his or her capacity (before the blood hunt referendum, if any). Usable on your own turn. Move the victim from the ash heap to his or her owner's ready region, and move all blood from the diablerist to him or her. Remove the diablerist from the game.",no,yes
101891,101891:EQUIPMENT,Submachine Gun,Equipment,Equipment,,,,4,,,,,none,"Weapon, gun.
3R damage each strike, with an optional maneuver each combat.",no,yes
102341,102341:MODIFIER:cel,Subversion,Action Modifier,Action Modifier,,Cathari,Celerity/Presence,,,,,cel,inferior,+1 stealth.,no,yes
102341,102341:MODIFIER:pre,Subversion,Action Modifier,Action Modifier,,Cathari,Celerity/Presence,,,,,pre,inferior,+1 stealth.,no,yes
102341,102341:MODIFIER:CEL,Subversion,Action Modifier,Action Modifier,,Cathari,Celerity/Presence,,,,,CEL,superior,"+1 bleed (limited), or +1 stealth and +1 bleed (limited).",no,yes
102341,102341:MODIFIER:PRE,Subversion,Action Modifier,Action Modifier,,Cathari,Celerity/Presence,,,,,PRE,superior,"+1 bleed (limited), or +1 stealth and +1 bleed (limited).",no,yes
101892,101892:ALLY,Succubus,Ally,Ally,Tremere antitribu,,,4,,,,,none,"Demon with 3 life. 1 strength, 0 bleed.
Damage from Succubus's hand strikes is aggravated. Succubus may steal 1 blood or life (gaining a life) from a minion as a +1 stealth (D) action. Once each turn, she may burn 1 life to get +1 bleed for the current action.",no,yes
101893,101893:MASTER,Succubus Club,Master,Master,,,,,,,,,none,"Master: unique location.
During your unlock phase, you may lock this card to trade with a Methuselah who agrees to trade. You may trade pool and cards from your hand and cards you control. The trade cannot result in either Methuselah have fewer cards in hand than his or her hand size. Any additional terms can be established, but none are enforced by the rules.",no,yes
101894,101894:MODIFIER:qui,Succulent Vitae,Action Modifier,Action Modifier,,,Quietus,,,,,qui,inferior,"Only usable if this vampire is about to successfully hunt.
Put this card on this vampire. This vampire can burn this card to reduce the cost of a card requiring Quietus [qui] they play by 1 blood.",no,yes
101894,101894:MODIFIER:QUI,Succulent Vitae,Action Modifier,Action Modifier,,,Quietus,,,,,QUI,superior,"Only usable if this vampire is about to successfully hunt.
Put this card on this vampire. This vampire can burn this card to reduce the cost of a card requiring Quietus [qui] they play by 1 blood, and this vampire gets +1 hunt this action.",no,yes
101895,101895:ACTION,Sudario Refraction,Action,Action,Giovanni,,,,,,,,none,"+1 stealth action.
Choose three library cards in your ash heap by name. Move them to the top of your library, then discard 3 cards at random (draw afterward).",no,yes
101896,101896:MASTER,Sudden Reversal,Master,Master,,,,,,,,,none,"Out-of-turn.
Cancel a master card as it is played by another Methuselah, and its cost is not paid.",no,yes
101897,101897:ACTION:tem,Summon History,Action,Action,,,Temporis,,X,,,tem,inferior,"Search your library (shuffle afterward) and/or ash heap for an ally, retainer or equipment card costing X or fewer blood or pool and put that card in play, on this vampire and with life equal to its starting life if applicable.",no,yes
